City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
660,Semirom,IR,65.01,clear sky,36.42,54.98,Royal Hotel
661,Sao Miguel Do Tapuio,BR,71.17,clear sky,-22.97,-42.03,Pousada Porto Praia
662,Sorong,ID,84.7,broken clouds,-8.62,122.21,Sylvia Hotel
663,Minab,IR,65.01,clear sky,36.42,54.98,Royal Hotel
666,Petatlan,MX,82.54,light rain,20.87,-90.4,Posada Lilia
667,Brenham,US,82.4,overcast clouds,19.73,-155.09,Hilo Hawaiian Hotel
668,Tutoia,BR,71.17,clear sky,-22.97,-42.03,Pousada Porto Praia
669,Pangkalanbuun,ID,84.7,broken clouds,-8.62,122.21,Sylvia Hotel
670,Quarai,BR,71.17,clear sky,-22.97,-42.03,Pousada Porto Praia
672,Kendari,ID,84.7,broken clouds,-8.62,122.21,Sylvia Hotel
673,Mandan,US,82.4,overcast clouds,19.73,-155.09,Hilo Hawaiian Hotel
675,Bathsheba,BB,77.0,few clouds,13.22,-59.52,Atlantis Hotel
676,Korcula,HR,64.4,clear sky,42.96,17.14,Hotel Marko Polo
677,Jerome,US,82.4,overcast clouds,19.73,-155.09,Hilo Hawaiian Hotel
679,Mandalgovi,MN,65.91,clear sky,49.49,105.92,Buudai Hotel
680,Kushiro,JP,82.4,broken clouds,24.34,124.16,Hotel Peace Land Ishigakijima
681,Touros,BR,71.17,clear sky,-22.97,-42.03,Pousada Porto Praia
682,Poya,NC,66.42,few clouds,-22.67,167.48,Hotel Kou-Bugny
684,Coari,BR,71.17,clear sky,-22.97,-42.03,Pousada Porto Praia
685,Guarapari,BR,71.17,clear sky,-22.97,-42.03,Pousada Porto Praia
687,Scottsbluff,US,82.4,overcast clouds,19.73,-155.09,Hilo Hawaiian Hotel
688,Akonolinga,CM,68.9,moderate rain,3.77,12.25,Le Diamant De Mireille
689,Yaan,CN,82.0,clear sky,30.99,103.94,Shuangliu Love Home Business Hotel
690,Menongue,AO,61.99,broken clouds,-15.2,12.15,Hotel Chik Chik Namibe
692,Sabzevar,IR,65.01,clear sky,36.42,54.98,Royal Hotel
693,Bonham,US,82.4,overcast clouds,19.73,-155.09,Hilo Hawaiian Hotel
695,Bubaque,GW,79.38,overcast clouds,11.28,-15.83,Casa Dora
697,Tucupita,VE,72.66,overcast clouds,9.06,-62.05,Hotel Tucupita Su​ite C.A.
703,Pemba,MZ,65.19,scattered clouds,-23.86,35.38,Oceano
704,Yichang,CN,82.0,clear sky,30.99,103.94,Shuangliu Love Home Business Hotel
705,Ler,SD,72.61,scattered clouds,14.2,24.67,Dibbo areaمنطقة دبو
706,Marv Dasht,IR,65.01,clear sky,36.42,54.98,Royal Hotel
707,Cervo,ES,73.4,overcast clouds,28.66,-17.92,Valle Aridane
708,Yumen,CN,82.0,clear sky,30.99,103.94,Shuangliu Love Home Business Hotel
709,Lumphat,KH,85.93,broken clouds,13.49,106.98,Lumphat Homestay
712,Dianopolis,BR,71.17,clear sky,-22.97,-42.03,Pousada Porto Praia
713,Doha,QA,93.0,clear sky,25.29,51.53,Doha Marriott Hotel
714,Marathon,US,82.4,overcast clouds,19.73,-155.09,Hilo Hawaiian Hotel
715,Bucerias,MX,82.54,light rain,20.87,-90.4,Posada Lilia
721,Mbandaka,CD,66.6,clear sky,-8.74,24.99,Guest House la Grace
728,Hirara,JP,82.4,broken clouds,24.34,124.16,Hotel Peace Land Ishigakijima
731,Cap Malheureux,MU,66.99,shower rain,-20.34,57.76,Casa Tia Villa
733,Lahaina,US,82.4,overcast clouds,19.73,-155.09,Hilo Hawaiian Hotel
